Element,Concentration,New_Region
Iron,0.0214834,"712,0.5"
Bromine,0.112956,"712,0.5"
Oxygen,0.667916,"712,0.5"
Sodium,0.0104413,"712,0.5"
Magnesium,0.00394983,"712,0.5"
Aluminum,0,"712,0.5"
Silicon,0.0889127,"712,0.5"
Phosphorus,0.0961219,"712,0.5"
Sulfur,0,"712,0.5"
Potassium,0.00307097,"714,0.75"
Calcium,0.044339,"715,0.0"
Titanium,0.00150407,"715,0.25"
Chromium,0.00554192,"715,0.5"
Manganese,0.0104907,"715,0.75"
Iron,0.0283794,"716,0.0"
Nickel,0.00327347,"716,0.25"
Bromine,0.0360585,"716,0.5"
Oxygen,0.69766,"716,0.75"
Silicon,0.301368,"716,0.75"
Phosphorus,0,"716,0.75"
Sulfur,0.000613877,"716,0.75"
Manganese,0.000358337,"716,0.75"
Oxygen,0.567024,"716,0.75"
Sodium,0.00839259,"716,0.75"
Magnesium,0.0272128,"716,0.75"
Aluminum,0.0490779,"716,0.75"
Silicon,0.110931,"719,0.0"
Phosphorus,0.0347143,"719,0.25"
Sulfur,0.00171972,"719,0.5"
Potassium,0.000705259,"719,0.75"
Calcium,0.00206405,"720,0.0"
Titanium,0.000575692,"720,0.25"
Chromium,0,"720,0.5"
Manganese,0,"720,0.75"
Iron,0.157998,"721,0.0"
Nickel,0.000939705,"721,0.25"
Bromine,0.0386445,"721,0.5"
Oxygen,0.620004,"721,0.75"
Magnesium,0,"722,0.0"
Aluminum,0.000777629,"722,0.0"
Silicon,0.362859,"722,0.0"
Phosphorus,0.000676974,"722,0.0"
Sulfur,0.000653965,"722,0.0"
Potassium,0.00107277,"722,0.0"
Calcium,0.00104654,"722,0.0"
Titanium,0.000875685,"722,0.0"
Chromium,0.00241992,"722,0.0"
Manganese,0.00190869,"722,0.0"
Iron,0.0041307,"724,0.5"
Nickel,0.00357346,"724,0.75"
Oxygen,0.693078,"725,0.0"
Sodium,0.00628489,"725,0.25"
Magnesium,0.0662306,"725,0.5"
Aluminum,0.0199077,"725,0.75"
Silicon,0.144825,"726,0.0"
Phosphorus,0.027996,"726,0.25"
Sulfur,0.000643915,"726,0.5"
Calcium,0.00566752,"726,0.75"
Manganese,0.000751743,"727,0.0"
Iron,0.02921,"727,0.25"
Germanium,0.00540511,"727,0.5"
Oxygen,0.673758,"727,0.75"
Magnesium,0.00977131,"727,0.75"
Aluminum,0.00560713,"727,0.75"
Silicon,0.135358,"727,0.75"
Phosphorus,0.0648522,"727,0.75"
Sulfur,0.000673635,"727,0.75"
Potassium,0.000552518,"727,0.75"
Calcium,0.0975606,"727,0.75"
Titanium,0.00135304,"727,0.75"
Chromium,0.00207726,"727,0.75"
Manganese,0.00235932,"730,0.25"
Iron,0.00386812,"730,0.5"
Nickel,0.00220857,"730,0.75"
Oxygen,0.637197,"731,0.0"
Magnesium,0.10767,"731,0.25"
Aluminum,0.00238748,"731,0.5"
Silicon,0.195609,"731,0.75"
Phosphorus,0.000692818,"732,0.0"
Sulfur,0.00066927,"732,0.25"
Potassium,0.000548938,"732,0.5"
Calcium,0.0032131,"732,0.75"
Titanium,0.000448089,"733,0.0"
Chromium,0.00123828,"733,0.25"
Manganese,0,"733,0.5"
Iron,0.0499598,"733,0.75"
Nickel,0.000365709,"733,0.75"
Oxygen,0.658138,"733,0.75"
Sodium,0.0138738,"733,0.75"
Magnesium,0.0444088,"733,0.75"
Silicon,0.121463,"733,0.75"
Phosphorus,0.0396158,"733,0.75"
Sulfur,0.000765387,"733,0.75"
Calcium,0.00551182,"733,0.75"
Manganese,0,"736,0.0"
Iron,0.0575742,"736,0.25"
Germanium,0.0199506,"736,0.5"
Bromine,0.0386986,"736,0.75"
Oxygen,0.685114,"737,0.0"
Aluminum,0.00876646,"737,0.25"
Silicon,0.141557,"737,0.5"
Phosphorus,0,"737,0.75"
Sulfur,0.0388724,"738,0.0"
Calcium,0.123342,"738,0.25"
Manganese,0.00234734,"738,0.5"
Oxygen,0.419615,"738,0.75"
Magnesium,0.0671503,"739,0.0"
Silicon,0.197669,"739,0.25"
Phosphorus,0.00234287,"739,0.5"
Sulfur,0.00565809,"739,0.75"
Chlorine,0.0102343,"740,0.0"
Manganese,0.00132111,"740,0.25"
Iron,0.0812243,"740,0.25"
Bromine,0.214785,"740,0.25"
Oxygen,0.461875,"740,0.25"
Magnesium,0,"740,0.25"
Aluminum,0.0442945,"740,0.25"
Silicon,0.33726,"740,0.25"
Phosphorus,0,"740,0.25"
Sulfur,0.00173258,"740,0.25"
Chlorine,0.0227207,"740,0.25"
Potassium,0.00284214,"740,0.25"
Calcium,0.00346581,"740,0.25"
Titanium,0.00347999,"740,0.25"
Chromium,0.00587695,"740,0.25"
Manganese,0.00657381,"743,0.75"
Iron,0.0139283,"744,0.0"
Nickel,0,"744,0.25"
Zinc,0.0458925,"744,0.5"
Bromine,0.0500576,"744,0.75"
Oxygen,0.262555,"745,0.0"
Sodium,0.19742,"745,0.25"
Aluminum,0.0561198,"745,0.5"
Silicon,0.109964,"745,0.75"
Phosphorus,0,"746,0.0"
Sulfur,0.000963167,"746,0.25"
Chlorine,0.163764,"746,0.5"
Manganese,0.00955787,"746,0.75"
Iron,0.199657,"747,0.0"
Oxygen,0.594218,"747,0.25"
Magnesium,0.00604535,"747,0.5"
Aluminum,0.00545135,"747,0.75"
Silicon,0.172722,"747,0.75"
Phosphorus,0,"747,0.75"
Sulfur,0.00305629,"747,0.75"
Potassium,0.00125339,"747,0.75"
Calcium,0.00244549,"747,0.75"
Titanium,0.00511562,"747,0.75"
Chromium,0.00471227,"747,0.75"
Manganese,0.00356808,"747,0.75"
Iron,0.0140398,"747,0.75"
Nickel,0.0133604,"750,0.25"
Palladium,0.0276359,"750,0.5"
Gold,0.146377,"750,0.75"
Oxygen,0.249042,"751,0.0"
Sodium,0.177971,"751,0.25"
Silicon,0.0747956,"751,0.5"
Phosphorus,0,"751,0.75"
Sulfur,0.00451815,"752,0.0"
Chlorine,0.0970475,"752,0.25"
Potassium,0.110248,"752,0.5"
Manganese,0.00659342,"752,0.75"
Iron,0.19004,"753,0.0"
Bromine,0.0897448,"753,0.25"
Oxygen,0.694455,"753,0.5"
Magnesium,0.0188867,"753,0.75"
Aluminum,0.00486598,"754,0.0"
Silicon,0.180649,"754,0.25"
Phosphorus,0,"754,0.5"
Sulfur,0.000682027,"754,0.75"
Potassium,0.000559401,"754,0.75"
Calcium,0.000545723,"754,0.75"
Titanium,0.0643849,"754,0.75"
Chromium,0.00378564,"754,0.75"
Manganese,0.000398118,"754,0.75"
Iron,0.0278058,"754,0.75"
Nickel,0.00298144,"754,0.75"
Carbon,0.107899,"754,0.75"
Oxygen,0.577988,"754,0.75"
Magnesium,0.101724,"754,0.75"
Aluminum,0.00800811,"754,0.75"
Silicon,0.177542,"754,0.75"
Phosphorus,0,"754,0.75"
Sulfur,0.000612237,"754,0.75"
Potassium,0.000502159,"754,0.75"
Calcium,0.0024494,"754,0.75"
Titanium,0.000409905,"754,0.75"
Chromium,0.00075517,"754,0.75"
Manganese,0.0017869,"754,0.75"
Iron,0.018984,"754,0.75"
Nickel,0.00133818,"754,0.75"
Oxygen,0.0574292,"754,0.75"
Sodium,0.413491,"754,0.75"
Silicon,0.0212625,"754,0.75"
Phosphorus,0,"754,0.75"
Sulfur,0.0014326,"754,0.75"
Chlorine,0.126973,"754,0.75"
Manganese,0,"754,0.75"
Bromine,0.379412,"754,0.75"
Oxygen,0.543554,"754,0.75"
Sodium,0.00606617,"754,0.75"
Aluminum,0.0741496,"754,0.75"
Silicon,0.30878,"754,0.75"
Iron,0.0674502,"754,0.75"
Oxygen,0.536881,"754,0.75"
Magnesium,0.0559434,"754,0.75"
Silicon,0.229829,"754,0.75"
Phosphorus,0.0275556,"754,0.75"
Sulfur,0.000831846,"754,0.75"
Calcium,0.0113152,"754,0.75"
Manganese,0.00145671,"754,0.75"
Iron,0.0831128,"754,0.75"
Bromine,0.0530742,"754,0.75"
Oxygen,0.596258,"754,0.75"
Sodium,0.0129621,"754,0.75"
Magnesium,0.00780092,"754,0.75"
Aluminum,0,"754,0.75"
Silicon,0.135079,"754,0.75"
Phosphorus,0.0629887,"754,0.75"
Sulfur,0,"754,0.75"
Chlorine,0.00917179,"767,0.5"
Potassium,0.00346581,"767,0.75"
Calcium,0.0216388,"768,0.0"
Titanium,0.00282908,"768,0.25"
Chromium,0.00938168,"768,0.5"
Manganese,0.0187459,"768,0.75"
Iron,0.0485275,"769,0.0"
Nickel,0.00230897,"769,0.25"
Bromine,0.0688418,"769,0.5"
Carbon,0.264433,"769,0.75"
Oxygen,0.164673,"770,0.0"
Sodium,0.28741,"770,0.25"
Silicon,0.0368489,"770,0.5"
Phosphorus,0,"770,0.75"
Sulfur,0.000733542,"771,0.0"
Chlorine,0.21561,"771,0.25"
Manganese,0.000856378,"771,0.5"
Bromine,0.0294353,"771,0.75"
Oxygen,0.610159,"772,0.0"
Sodium,0.0171225,"772,0.25"
Aluminum,0.0138335,"772,0.5"
Silicon,0.346069,"772,0.75"
Phosphorus,0,"773,0.0"
Sulfur,0.00387788,"773,0.25"
Chlorine,0.00818335,"773,0.5"
Manganese,0.000754542,"773,0.75"
Oxygen,0.52178,"774,0.0"
Magnesium,0.00102777,"774,0.25"
Aluminum,0.0166822,"774,0.5"
Silicon,0.3764,"774,0.75"
Phosphorus,0,"775,0.0"
Sulfur,0.000779403,"775,0.25"
Potassium,0.00255708,"775,0.5"
Calcium,0.00249456,"775,0.75"
Titanium,0.00313096,"776,0.0"
Chromium,0.00432614,"776,0.0"
Manganese,0.00454959,"776,0.0"
Iron,0.00760829,"776,0.0"
Nickel,0,"776,0.0"
Zinc,0.0302025,"776,0.0"
Bromine,0.0284608,"776,0.0"
Oxygen,0.639749,"776,0.0"
Magnesium,0.0139675,"776,0.0"
Aluminum,0.00671738,"776,0.0"
Silicon,0.0878751,"776,0.0"
Phosphorus,0.0957593,"776,0.0"
Sulfur,0.000706142,"776,0.0"
Potassium,0.00115836,"779,0.25"
Calcium,0.142385,"779,0.5"
Titanium,0.00141833,"779,0.75"
Chromium,0.001742,"780,0.0"
Manganese,0.00164878,"780,0.25"
Iron,0.00648766,"780,0.5"
Nickel,0.000385857,"780,0.75"
Oxygen,0.610641,"781,0.0"
Sodium,0.0355514,"781,0.25"
Magnesium,0.00948308,"781,0.5"
Aluminum,0.142263,"781,0.75"
Silicon,0.175403,"782,0.0"
Phosphorus,0,"782,0.25"
Sulfur,0,"782,0.5"
Potassium,0.00750709,"782,0.75"
Manganese,0.00038162,"783,0.0"
Iron,0.0187701,"783,0.25"
Oxygen,0.691788,"783,0.5"
Silicon,0.306242,"783,0.75"
Phosphorus,0.000636867,"784,0.0"
Sulfur,0.000615221,"784,0.0"
Manganese,0.000718243,"784,0.0"
Oxygen,0.545994,"784,0.0"
Magnesium,0.00336756,"784,0.0"
Aluminum,0,"784,0.0"
Silicon,0.196317,"784,0.0"
Phosphorus,0.0652092,"784,0.0"
Sulfur,0.00170251,"786,0.0"
Potassium,0.00349101,"786,0.25"
Calcium,0.0483603,"786,0.5"
Titanium,0.00512938,"786,0.75"
Chromium,0.0115499,"787,0.0"
Manganese,0.0178884,"787,0.25"
Iron,0.0430148,"787,0.5"
Nickel,0.000930302,"787,0.75"
Bromine,0.0570452,"788,0.0"
Oxygen,0.600603,"788,0.25"
Magnesium,0.00115536,"788,0.5"
Aluminum,0.00312551,"788,0.75"
Silicon,0.126038,"789,0.0"
Phosphorus,0.000906984,"789,0.25"
Sulfur,0.000876157,"789,0.5"
Potassium,0.00287451,"789,0.75"
Calcium,0.00210317,"790,0.0"
Titanium,0.00293302,"790,0.25"
Chromium,0.00486318,"790,0.5"
Manganese,0,"790,0.75"
Iron,0.253564,"791,0.0"
Nickel,0.000957518,"791,0.25"
Oxygen,0.529538,"791,0.25"
Silicon,0.236187,"791,0.25"
Phosphorus,0,"791,0.25"
Sulfur,0,"791,0.25"
Chlorine,0.0315879,"791,0.25"
Manganese,0.00627318,"791,0.25"
Iron,0.148618,"791,0.25"
Bromine,0.047796,"791,0.25"
Oxygen,0.764137,"791,0.25"
Aluminum,0.0112768,"791,0.25"
Silicon,0.0447521,"791,0.25"
Phosphorus,0.000654474,"791,0.25"
Sulfur,0.0923055,"791,0.25"
Calcium,0.0865052,"791,0.25"
Manganese,0.00036905,"791,0.25"
Oxygen,0.557278,"791,0.25"
Sodium,0.0183067,"791,0.25"
Silicon,0.199272,"791,0.25"
Phosphorus,0,"791,0.25"
Sulfur,0,"791,0.25"
Chlorine,0.180206,"791,0.25"
Manganese,0.00495899,"791,0.25"
Bromine,0.0399782,"791,0.25"
Oxygen,0.607401,"791,0.25"
Sodium,0.00888518,"791,0.25"
Magnesium,0.0634888,"791,0.25"
Aluminum,0.0303091,"791,0.25"
Silicon,0.192387,"791,0.25"
Phosphorus,0.0168577,"791,0.25"
Sulfur,0.00212409,"791,0.25"
Calcium,0.02776,"791,0.25"
Manganese,0,"791,0.25"
Iron,0.0455351,"799,0.5"
Promethium,0.00525186,"799,0.75"
Oxygen,0.569267,"800,0.0"
Aluminum,0.0252193,"800,0.25"
Silicon,0.103172,"800,0.5"
Iron,0.302342,"800,0.75"
Oxygen,0.628827,"801,0.0"
Magnesium,0.0021491,"801,0.25"
Aluminum,0.00872072,"801,0.5"
Silicon,0.150714,"801,0.75"
Phosphorus,0,"802,0.0"
Sulfur,0.000814877,"802,0.25"
Potassium,0.00267346,"802,0.5"
Calcium,0.00195607,"802,0.75"
Titanium,0.00436461,"803,0.0"
Chromium,0.00703583,"803,0.25"
Manganese,0.000475666,"803,0.5"
Iron,0.191378,"803,0.75"
Nickel,0.000890547,"804,0.0"
Oxygen,0.625212,"804,0.25"
Magnesium,0.111937,"804,0.25"
Aluminum,0.00881207,"804,0.25"
Silicon,0.199211,"804,0.25"
Phosphorus,0,"804,0.25"
Sulfur,0,"804,0.25"
Potassium,0,"804,0.25"
Calcium,0.00377343,"804,0.25"
Titanium,0.000451056,"804,0.25"
Chromium,0.000830984,"804,0.25"
Manganese,0,"804,0.25"
Iron,0.0471957,"804,0.25"
Nickel,0.00257691,"804,0.25"
Oxygen,0.612163,"804,0.25"
Magnesium,0.00366126,"804,0.25"
Aluminum,0,"804,0.25"
Silicon,0.120455,"804,0.25"
Phosphorus,0.0919735,"804,0.25"
Sulfur,0.00647846,"804,0.25"
Potassium,0.00303638,"804,0.25"
Calcium,0.0466537,"804,0.25"
Titanium,0.00247855,"804,0.25"
Chromium,0.00570781,"804,0.25"
Manganese,0.00486213,"804,0.25"
Iron,0.0111601,"804,0.25"
Nickel,0.0111258,"804,0.25"
Bromine,0.0289676,"804,0.25"
Lanthanum,0.0512766,"804,0.25"
Oxygen,0.101716,"804,0.25"
Sodium,0.45929,"804,0.25"
Silicon,0.0189613,"804,0.25"
Chlorine,0.376344,"804,0.25"
Bromine,0.0436891,"804,0.25"
Oxygen,0.632817,"804,0.25"
Magnesium,0.001826,"804,0.25"
Aluminum,0.011526,"804,0.25"
Silicon,0.287729,"804,0.25"
Phosphorus,0.000716724,"804,0.25"
Sulfur,0,"804,0.25"
Potassium,0.00113576,"804,0.25"
Calcium,0.00166198,"804,0.25"
Titanium,0.00139065,"804,0.25"
Chromium,0.000427002,"804,0.25"
Manganese,0,"815,0.0"
Iron,0.059635,"815,0.25"
Nickel,0.00113499,"815,0.5"
Oxygen,0.710359,"815,0.75"
Sodium,0.00754447,"816,0.0"
Magnesium,0.00445937,"816,0.0"
Silicon,0.057913,"816,0.0"
Phosphorus,0.000700141,"816,0.0"
Sulfur,0.106862,"816,0.0"
Calcium,0.0990353,"816,0.0"
Manganese,0.0011844,"816,0.0"
Bromine,0.0119416,"816,0.0"
Oxygen,0.629411,"816,0.0"
Sodium,0.00682619,"816,0.0"
Magnesium,0.0147559,"816,0.0"
Aluminum,0.0141376,"816,0.0"
Silicon,0.110987,"816,0.0"
Phosphorus,0.0861536,"819,0.25"
Sulfur,0,"819,0.5"
Potassium,0.00229452,"819,0.75"
Calcium,0.125911,"820,0.0"
Titanium,0.00140473,"820,0.25"
Chromium,0.0017253,"820,0.5"
Manganese,0.00163297,"820,0.75"
Iron,0.00361433,"821,0.0"
Nickel,0.00114648,"821,0.25"
Oxygen,0.654497,"821,0.5"
Magnesium,0.00859032,"821,0.75"
Aluminum,0.0222705,"822,0.0"
Silicon,0.0957566,"822,0.25"
Phosphorus,0.0767084,"822,0.5"
Sulfur,0.000814299,"822,0.75"
Potassium,0.00200368,"823,0.0"
Calcium,0.0573374,"823,0.0"
Titanium,0.00272595,"823,0.0"
Chromium,0.00401763,"823,0.0"
Manganese,0.00190132,"823,0.0"
Iron,0.00981927,"823,0.0"
Nickel,0.00889916,"823,0.0"
Bromine,0.0287548,"823,0.0"
Cerium,0.025904,"825,0.0"
Oxygen,0.641416,"825,0.25"
Aluminum,0.0149378,"825,0.5"
Silicon,0.311755,"825,0.75"
Iron,0.0318912,"826,0.0"
Oxygen,0.633015,"826,0.25"
Sodium,0.00711896,"826,0.5"
Magnesium,0.0163505,"826,0.75"
Aluminum,0.0104075,"827,0.0"
Silicon,0.0849365,"827,0.25"
Phosphorus,0.0951339,"827,0.5"
Sulfur,0.000729369,"827,0.75"
Potassium,0.00179469,"828,0.0"
Calcium,0.133645,"828,0.25"
Titanium,0,"828,0.5"
Chromium,0.000449824,"828,0.75"
Manganese,0.00127726,"829,0.0"
Iron,0.00586342,"829,0.25"
Nickel,0.00119565,"829,0.5"
Lanthanum,0.00808207,"829,0.75"
Carbon,0.211431,"830,0.0"
Oxygen,0.518603,"830,0.25"
Magnesium,0.000822135,"830,0.5"
Aluminum,0.0111203,"830,0.5"
Silicon,0.217809,"830,0.5"
Phosphorus,0.000645395,"830,0.5"
Sulfur,0.000623459,"830,0.5"
Potassium,0.00102273,"830,0.5"
Calcium,0.000498861,"830,0.5"
Titanium,0.00125225,"830,0.5"
Chromium,0.00307605,"830,0.5"
Manganese,0.00291144,"830,0.5"
Iron,0.00501201,"830,0.5"
Nickel,0.00340677,"833,0.25"
Bromine,0.0217656,"833,0.5"
Oxygen,0.585938,"833,0.75"
Magnesium,0.00613831,"834,0.0"
Aluminum,0.00996332,"834,0.25"
Silicon,0.310365,"834,0.5"
Phosphorus,0.00578245,"834,0.75"
Sulfur,0,"835,0.0"
Potassium,0,"835,0.25"
Calcium,0.00223479,"835,0.5"
Titanium,0,"835,0.75"
Chromium,0,"836,0.0"
Manganese,0.00108689,"836,0.0"
Iron,0,"836,0.0"
Nickel,0.000508719,"836,0.0"
Cerium,0.0779816,"836,0.0"
Oxygen,0.41751,"836,0.0"
Magnesium,0.00146886,"836,0.0"
Aluminum,0.00264908,"836,0.0"
Silicon,0.101738,"836,0.0"
Phosphorus,0.00230618,"836,0.0"
Sulfur,0.291842,"836,0.0"
Potassium,0.00182725,"836,0.0"
Calcium,0.00178257,"839,0.0"
Titanium,0.00149156,"839,0.25"
Chromium,0.00412186,"839,0.5"
Manganese,0.00390129,"839,0.75"
Iron,0.00703582,"840,0.0"
Nickel,0,"840,0.25"
Molybdenum,0.162326,"840,0.5"
Oxygen,0.586778,"840,0.75"
Sodium,0.0122347,"841,0.0"
Magnesium,0.0178819,"841,0.25"
Aluminum,0.0569112,"841,0.5"
Silicon,0.126587,"841,0.75"
Phosphorus,0.0363328,"842,0.0"
Sulfur,0.00079768,"842,0.25"
Potassium,0.0032713,"842,0.5"
Calcium,0.0842507,"842,0.75"
Titanium,0.00160219,"842,0.75"
Chromium,0.00196781,"842,0.75"
Manganese,0.00232814,"842,0.75"
Iron,0.00503845,"842,0.75"
Nickel,0,"842,0.75"
Bromine,0.064018,"842,0.75"
Oxygen,0.240433,"842,0.75"
Sodium,0.377491,"842,0.75"
Silicon,0.0608667,"842,0.75"
Phosphorus,0,"842,0.75"
Sulfur,0.00166603,"842,0.75"
Chlorine,0.295324,"845,0.75"
Manganese,0.000486253,"846,0.0"
Bromine,0.0237331,"846,0.25"
Oxygen,0.619865,"846,0.5"
Magnesium,0.0436211,"846,0.75"
Silicon,0.179172,"847,0.0"
Phosphorus,0.0414108,"847,0.25"
Sulfur,0.000769294,"847,0.5"
Calcium,0.00800216,"847,0.75"
Manganese,0.00134717,"848,0.0"
Iron,0.0622856,"848,0.25"
Bromine,0.0435266,"848,0.5"
Oxygen,0.0880882,"848,0.75"
Sodium,0.457037,"849,0.0"
Silicon,0.0198609,"849,0.25"
Phosphorus,0,"849,0.5"
Sulfur,0.00183117,"849,0.75"
Chlorine,0.399949,"849,0.75"
Manganese,0.000534451,"849,0.75"
Bromine,0.0326987,"849,0.75"
Oxygen,0.665921,"849,0.75"
Magnesium,0.0842167,"849,0.75"
Silicon,0.169874,"849,0.75"
Phosphorus,0.0133631,"849,0.75"
Sulfur,0.000679415,"849,0.75"
Calcium,0.0173963,"849,0.75"
Manganese,0.000793186,"849,0.75"
Iron,0.0273092,"849,0.75"
Bromine,0.0204475,"852,0.75"
Oxygen,0.690737,"853,0.0"
Magnesium,0.00110032,"853,0.25"
Aluminum,0,"853,0.5"
Silicon,0.108601,"853,0.75"
Phosphorus,0.0777399,"854,0.0"
Sulfur,0.00333767,"854,0.25"
Potassium,0.00136879,"854,0.5"
Calcium,0.0300447,"854,0.75"
Titanium,0.000558659,"855,0.0"
Chromium,0,"855,0.25"
Manganese,0.00340951,"855,0.5"
Iron,0.00622878,"855,0.75"
Nickel,0.0164143,"856,0.0"
Bromine,0.0180809,"856,0.25"
Lanthanum,0.042378,"856,0.5"
Oxygen,0.621438,"856,0.75"
Magnesium,0.0151774,"856,0.75"
Aluminum,0.0094092,"856,0.75"
Silicon,0.080485,"856,0.75"
Phosphorus,0.102763,"856,0.75"
Sulfur,0.000719353,"856,0.75"
Potassium,0.00236007,"856,0.75"
Calcium,0.151956,"856,0.75"
Titanium,0.00192648,"856,0.75"
Chromium,0.00221823,"856,0.75"
Manganese,0.00251944,"856,0.75"
Iron,0.00784822,"856,0.75"
Nickel,0.00117923,"856,0.75"
Oxygen,0.126826,"856,0.75"
Sodium,0.377246,"860,0.25"
Silicon,0.046084,"860,0.5"
Phosphorus,0,"860,0.75"
Sulfur,0.00218188,"861,0.0"
Chlorine,0.278234,"861,0.25"
Potassium,0.0116323,"861,0.5"
Manganese,0.000636813,"861,0.75"
Bromine,0.157159,"862,0.0"
Oxygen,0.631746,"862,0.25"
Magnesium,0.00170337,"862,0.5"
Aluminum,0.00844802,"862,0.75"
Silicon,0.343619,"863,0.0"
Phosphorus,0.000668593,"863,0.25"
Sulfur,0.000645868,"863,0.5"
Potassium,0.00158923,"863,0.75"
Calcium,0.00206717,"864,0.0"
Titanium,0.00129727,"864,0.25"
Chromium,0.000796654,"864,0.25"
Manganese,0.00226207,"864,0.25"
Iron,0.00445042,"864,0.25"
Nickel,0.000705844,"864,0.25"
Oxygen,0.627797,"864,0.25"
Sodium,0.00959842,"864,0.25"
Magnesium,0.0113468,"864,0.25"
Aluminum,0,"864,0.25"
Silicon,0.0844859,"864,0.25"
Phosphorus,0.0641341,"864,0.25"
Sulfur,0,"867,0.0"
Potassium,0.00352883,"867,0.25"
Calcium,0.0406221,"867,0.5"
Titanium,0.00172832,"867,0.75"
Chromium,0.00955227,"868,0.0"
Manganese,0.0155708,"868,0.25"
Iron,0.0424926,"868,0.5"
Nickel,0.00282114,"868,0.75"
Bromine,0.0863221,"869,0.0"
Oxygen,0.573364,"869,0.25"
Sodium,0.0516798,"869,0.5"
Silicon,0.0303802,"869,0.75"
Phosphorus,0,"870,0.0"
Sulfur,0.00665248,"870,0.25"
Chlorine,0.01719,"870,0.5"
Manganese,0,"870,0.75"
Iron,0.30014,"871,0.0"
Bromine,0.0205931,"871,0.0"
Oxygen,0.592067,"871,0.0"
Sodium,0.0296178,"871,0.0"
Magnesium,0.0105039,"871,0.0"
Aluminum,0.157863,"871,0.0"
Silicon,0.178093,"871,0.0"
Phosphorus,0.000687147,"871,0.0"
Sulfur,0.000663792,"871,0.0"
Potassium,0.00762223,"871,0.0"
Manganese,0.000774947,"871,0.0"
Iron,0.0221073,"871,0.0"
Oxygen,0.598168,"871,0.0"
Magnesium,0.00246728,"871,0.0"
Aluminum,0.0122367,"871,0.0"
Silicon,0.217887,"874,0.75"
Phosphorus,0.00968437,"875,0.0"
Sulfur,0,"875,0.25"
Potassium,0.00153464,"875,0.5"
Calcium,0.0336851,"875,0.75"
Titanium,0.00313175,"876,0.0"
Chromium,0.00807751,"876,0.25"
Manganese,0.0158366,"876,0.5"
Iron,0.0499588,"876,0.75"
Nickel,0.00664556,"876,0.75"
Zirconium,0.00493349,"876,0.75"
Gold,0.0357531,"876,0.75"
Oxygen,0.752154,"876,0.75"
Sodium,0.0160851,"876,0.75"
Silicon,0.0751487,"876,0.75"
Phosphorus,0.000702458,"876,0.75"
Sulfur,0.0631082,"876,0.75"
Chlorine,0.00552338,"876,0.75"
Potassium,0.0150276,"876,0.75"
Manganese,0,"876,0.75"
Iron,0.0545515,"879,0.75"
Bromine,0.0176994,"880,0.0"
Oxygen,0.49648,"880,0.25"
Magnesium,0.00186647,"880,0.5"
Aluminum,0.0092569,"880,0.75"
Silicon,0.454894,"881,0.0"
Phosphorus,0.00512827,"881,0.25"
Sulfur,0.000707709,"881,0.5"
Potassium,0.00232187,"881,0.75"
Calcium,0.0113255,"882,0.0"
Titanium,0.00284295,"882,0.25"
Chromium,0.00305526,"882,0.5"
Manganese,0.00289177,"882,0.5"
Iron,0.00690843,"882,0.5"
Nickel,0.00232028,"882,0.5"
Oxygen,0.665282,"882,0.5"
Sodium,0.0103054,"882,0.5"
Silicon,0.279988,"882,0.5"
Iron,0.0320224,"882,0.5"
Bromine,0.0124023,"882,0.5"
Oxygen,0.597123,"882,0.5"
Magnesium,0.025845,"885,0.0"
Aluminum,0.0447466,"885,0.25"
Silicon,0.149474,"885,0.5"
Phosphorus,0.0503165,"885,0.75"
Sulfur,0.00705576,"886,0.0"
Chlorine,0.0191437,"886,0.25"
Potassium,0.00192905,"886,0.5"
Calcium,0.00188189,"886,0.75"
Titanium,0.00104977,"887,0.0"
Chromium,0.003868,"887,0.25"
Manganese,0.00320339,"887,0.5"
Iron,0.0405153,"887,0.75"
Nickel,0.00257032,"888,0.0"
Bromine,0.0512781,"888,0.25"
Lutetium,0,"888,0.25"
Oxygen,0.416651,"888,0.25"
Aluminum,0.0111231,"888,0.25"
Silicon,0.196979,"888,0.25"
Phosphorus,0.00107592,"888,0.25"
Sulfur,0.00207871,"888,0.25"
Manganese,0.0169876,"888,0.25"
Iron,0.355105,"888,0.25"
Oxygen,0.549084,"890,0.5"
Sodium,0.0115457,"890,0.75"
Magnesium,0.00272977,"891,0.0"
Aluminum,0.0623593,"891,0.25"
Silicon,0.328513,"891,0.5"
Phosphorus,0.00285724,"891,0.75"
Sulfur,0.000690033,"892,0.0"
Potassium,0.0107534,"892,0.25"
Calcium,0.00883407,"892,0.5"
Titanium,0.00415791,"892,0.75"
Chromium,0.00340451,"893,0.0"
Manganese,0.00201396,"893,0.25"
Iron,0.0126793,"893,0.5"
Nickel,0.000377055,"893,0.75"
Oxygen,0.623303,"894,0.0"
Sodium,0.0079378,"894,0.25"
Magnesium,0.0131372,"894,0.5"
Aluminum,0.0118464,"894,0.75"
Silicon,0.0974916,"894,0.75"
Phosphorus,0.088397,"894,0.75"
Sulfur,0.000711605,"894,0.75"
Potassium,0.00175098,"894,0.75"
Calcium,0.142348,"894,0.75"
Titanium,0.0014293,"894,0.75"
Chromium,0.00307208,"894,0.75"
Manganese,0.00207692,"894,0.75"
Iron,0.00572062,"897,0.0"
Nickel,0.000777685,"897,0.25"
Oxygen,0.589147,"897,0.5"
Magnesium,0.00119999,"897,0.75"
